rank,TABLE_NAME,fulldate,daypart,monthpart,yearpart,monthnum,daynum,yearnum,TABLE_ROWS
1905,fo19aug2008bhav,19aug2008,19,aug,2008,8,19,2008,23628
1906,fo20aug2008bhav,20aug2008,20,aug,2008,8,20,2008,24168
1907,fo21aug2008bhav,21aug2008,21,aug,2008,8,21,2008,25993
1908,fo22aug2008bhav,22aug2008,22,aug,2008,8,22,2008,26668
1909,fo25aug2008bhav,25aug2008,25,aug,2008,8,25,2008,26584
1910,fo26aug2008bhav,26aug2008,26,aug,2008,8,26,2008,26831
1911,fo27aug2008bhav,27aug2008,27,aug,2008,8,27,2008,26866
1912,fo28aug2008bhav,28aug2008,28,aug,2008,8,28,2008,26987
1913,fo29aug2008bhav,29aug2008,29,aug,2008,8,29,2008,20573
1914,fo01sep2008bhav,01sep2008,01,sep,2008,9,1,2008,20805
1915,fo02sep2008bhav,02sep2008,02,sep,2008,9,2,2008,21574
1916,fo04sep2008bhav,04sep2008,04,sep,2008,9,4,2008,22047
1917,fo05sep2008bhav,05sep2008,05,sep,2008,9,5,2008,22261
1918,fo08sep2008bhav,08sep2008,08,sep,2008,9,8,2008,22473
1919,fo09sep2008bhav,09sep2008,09,sep,2008,9,9,2008,21922
1920,fo10sep2008bhav,10sep2008,10,sep,2008,9,10,2008,22635
1921,fo11sep2008bhav,11sep2008,11,sep,2008,9,11,2008,22769
1922,fo12sep2008bhav,12sep2008,12,sep,2008,9,12,2008,22572
1923,fo15sep2008bhav,15sep2008,15,sep,2008,9,15,2008,22695
1924,fo16sep2008bhav,16sep2008,16,sep,2008,9,16,2008,24634
1925,fo17sep2008bhav,17sep2008,17,sep,2008,9,17,2008,25476
1926,fo18sep2008bhav,18sep2008,18,sep,2008,9,18,2008,26032
1927,fo19sep2008bhav,19sep2008,19,sep,2008,9,19,2008,26818
1928,fo22sep2008bhav,22sep2008,22,sep,2008,9,22,2008,26712
1929,fo23sep2008bhav,23sep2008,23,sep,2008,9,23,2008,26932
1930,fo24sep2008bhav,24sep2008,24,sep,2008,9,24,2008,27047
1931,fo25sep2008bhav,25sep2008,25,sep,2008,9,25,2008,27398
1932,fo26sep2008bhav,26sep2008,26,sep,2008,9,26,2008,21363
1933,fo29sep2008bhav,29sep2008,29,sep,2008,9,29,2008,21820
1934,fo30sep2008bhav,30sep2008,30,sep,2008,9,30,2008,24457
1935,fo01oct2008bhav,01oct2008,01,oct,2008,10,1,2008,24353
1936,fo03oct2008bhav,03oct2008,03,oct,2008,10,3,2008,25070
1937,fo06oct2008bhav,06oct2008,06,oct,2008,10,6,2008,26010
1938,fo07oct2008bhav,07oct2008,07,oct,2008,10,7,2008,28998
1939,fo08oct2008bhav,08oct2008,08,oct,2008,10,8,2008,30480
1940,fo10oct2008bhav,10oct2008,10,oct,2008,10,10,2008,32877
1941,fo13oct2008bhav,13oct2008,13,oct,2008,10,13,2008,37055
1942,fo14oct2008bhav,14oct2008,14,oct,2008,10,14,2008,37067
1943,fo15oct2008bhav,15oct2008,15,oct,2008,10,15,2008,37195
1944,fo16oct2008bhav,16oct2008,16,oct,2008,10,16,2008,37856
1945,fo17oct2008bhav,17oct2008,17,oct,2008,10,17,2008,38448
1946,fo20oct2008bhav,20oct2008,20,oct,2008,10,20,2008,38769
1947,fo21oct2008bhav,21oct2008,21,oct,2008,10,21,2008,40581
1948,fo22oct2008bhav,22oct2008,22,oct,2008,10,22,2008,40642
1949,fo23oct2008bhav,23oct2008,23,oct,2008,10,23,2008,41330
1950,fo24oct2008bhav,24oct2008,24,oct,2008,10,24,2008,42105
1951,fo27oct2008bhav,27oct2008,27,oct,2008,10,27,2008,46450
1952,fo28oct2008bhav,28oct2008,28,oct,2008,10,28,2008,48504
1953,fo29oct2008bhav,29oct2008,29,oct,2008,10,29,2008,48556
1954,fo31oct2008bhav,31oct2008,31,oct,2008,10,31,2008,35318
1955,fo03nov2008bhav,03nov2008,03,nov,2008,11,3,2008,36045
1956,fo04nov2008bhav,04nov2008,04,nov,2008,11,4,2008,37193
1957,fo05nov2008bhav,05nov2008,05,nov,2008,11,5,2008,37776
1958,fo06nov2008bhav,06nov2008,06,nov,2008,11,6,2008,37878
1959,fo07nov2008bhav,07nov2008,07,nov,2008,11,7,2008,38483
1960,fo10nov2008bhav,10nov2008,10,nov,2008,11,10,2008,38203
1961,fo11nov2008bhav,11nov2008,11,nov,2008,11,11,2008,38792
1962,fo12nov2008bhav,12nov2008,12,nov,2008,11,12,2008,38797
1963,fo14nov2008bhav,14nov2008,14,nov,2008,11,14,2008,38923
1964,fo17nov2008bhav,17nov2008,17,nov,2008,11,17,2008,39048
1965,fo18nov2008bhav,18nov2008,18,nov,2008,11,18,2008,39468
1966,fo19nov2008bhav,19nov2008,19,nov,2008,11,19,2008,39855
1967,fo20nov2008bhav,20nov2008,20,nov,2008,11,20,2008,40158
1968,fo21nov2008bhav,21nov2008,21,nov,2008,11,21,2008,41107
1969,fo24nov2008bhav,24nov2008,24,nov,2008,11,24,2008,40924
1970,fo25nov2008bhav,25nov2008,25,nov,2008,11,25,2008,41411
1971,fo26nov2008bhav,26nov2008,26,nov,2008,11,26,2008,41859
1972,fo28nov2008bhav,28nov2008,28,nov,2008,11,28,2008,41977
1973,fo01dec2008bhav,01dec2008,01,dec,2008,12,1,2008,28244
1974,fo02dec2008bhav,02dec2008,02,dec,2008,12,2,2008,28840
1975,fo03dec2008bhav,03dec2008,03,dec,2008,12,3,2008,29289
1976,fo04dec2008bhav,04dec2008,04,dec,2008,12,4,2008,29565
1977,fo05dec2008bhav,05dec2008,05,dec,2008,12,5,2008,29238
1978,fo08dec2008bhav,08dec2008,08,dec,2008,12,8,2008,29972
1979,fo10dec2008bhav,10dec2008,10,dec,2008,12,10,2008,30345
1980,fo11dec2008bhav,11dec2008,11,dec,2008,12,11,2008,30749
1981,fo12dec2008bhav,12dec2008,12,dec,2008,12,12,2008,30884
1982,fo15dec2008bhav,15dec2008,15,dec,2008,12,15,2008,31403
1983,fo16dec2008bhav,16dec2008,16,dec,2008,12,16,2008,31472
1984,fo17dec2008bhav,17dec2008,17,dec,2008,12,17,2008,32096
1985,fo18dec2008bhav,18dec2008,18,dec,2008,12,18,2008,31990
1986,fo19dec2008bhav,19dec2008,19,dec,2008,12,19,2008,32240
1987,fo22dec2008bhav,22dec2008,22,dec,2008,12,22,2008,32687
1988,fo23dec2008bhav,23dec2008,23,dec,2008,12,23,2008,32902
1989,fo24dec2008bhav,24dec2008,24,dec,2008,12,24,2008,32691
1990,fo26dec2008bhav,26dec2008,26,dec,2008,12,26,2008,21433
1991,fo29dec2008bhav,29dec2008,29,dec,2008,12,29,2008,21816
1992,fo30dec2008bhav,30dec2008,30,dec,2008,12,30,2008,22007
1993,fo31dec2008bhav,31dec2008,31,dec,2008,12,31,2008,22410
1994,fo01jan2009bhav,01jan2009,01,jan,2009,1,1,2009,22634
1995,fo02jan2009bhav,02jan2009,02,jan,2009,1,2,2009,23199
1996,fo05jan2009bhav,05jan2009,05,jan,2009,1,5,2009,23608
1997,fo06jan2009bhav,06jan2009,06,jan,2009,1,6,2009,24318
1998,fo07jan2009bhav,07jan2009,07,jan,2009,1,7,2009,24538
1999,fo09jan2009bhav,09jan2009,09,jan,2009,1,9,2009,25116
2000,fo12jan2009bhav,12jan2009,12,jan,2009,1,12,2009,25275
2001,fo13jan2009bhav,13jan2009,13,jan,2009,1,13,2009,25565
2002,fo14jan2009bhav,14jan2009,14,jan,2009,1,14,2009,25804
2003,fo15jan2009bhav,15jan2009,15,jan,2009,1,15,2009,26008
2004,fo16jan2009bhav,16jan2009,16,jan,2009,1,16,2009,25374
2005,fo19jan2009bhav,19jan2009,19,jan,2009,1,19,2009,25433
2006,fo20jan2009bhav,20jan2009,20,jan,2009,1,20,2009,26234
2007,fo21jan2009bhav,21jan2009,21,jan,2009,1,21,2009,26334
2008,fo22jan2009bhav,22jan2009,22,jan,2009,1,22,2009,26479
2009,fo23jan2009bhav,23jan2009,23,jan,2009,1,23,2009,26913
2010,fo27jan2009bhav,27jan2009,27,jan,2009,1,27,2009,27668
2011,fo28jan2009bhav,28jan2009,28,jan,2009,1,28,2009,27811
2012,fo29jan2009bhav,29jan2009,29,jan,2009,1,29,2009,27857
2013,fo30jan2009bhav,30jan2009,30,jan,2009,1,30,2009,20945
2014,fo02feb2009bhav,02feb2009,02,feb,2009,2,2,2009,21294
2015,fo03feb2009bhav,03feb2009,03,feb,2009,2,3,2009,21214
2016,fo04feb2009bhav,04feb2009,04,feb,2009,2,4,2009,21934
2017,fo05feb2009bhav,05feb2009,05,feb,2009,2,5,2009,22323
2018,fo06feb2009bhav,06feb2009,06,feb,2009,2,6,2009,22319
2019,fo09feb2009bhav,09feb2009,09,feb,2009,2,9,2009,22464
2020,fo10feb2009bhav,10feb2009,10,feb,2009,2,10,2009,22590
2021,fo11feb2009bhav,11feb2009,11,feb,2009,2,11,2009,22792
2022,fo12feb2009bhav,12feb2009,12,feb,2009,2,12,2009,22348
2023,fo13feb2009bhav,13feb2009,13,feb,2009,2,13,2009,22925
2024,fo16feb2009bhav,16feb2009,16,feb,2009,2,16,2009,23083
2025,fo17feb2009bhav,17feb2009,17,feb,2009,2,17,2009,22781
2026,fo18feb2009bhav,18feb2009,18,feb,2009,2,18,2009,22828
2027,fo19feb2009bhav,19feb2009,19,feb,2009,2,19,2009,23704
2028,fo20feb2009bhav,20feb2009,20,feb,2009,2,20,2009,23782
2029,fo24feb2009bhav,24feb2009,24,feb,2009,2,24,2009,24026
2030,fo25feb2009bhav,25feb2009,25,feb,2009,2,25,2009,24454
2031,fo26feb2009bhav,26feb2009,26,feb,2009,2,26,2009,24676
2032,fo27feb2009bhav,27feb2009,27,feb,2009,2,27,2009,19271
2033,fo02mar2009bhav,02mar2009,02,mar,2009,3,2,2009,19164
2034,fo03mar2009bhav,03mar2009,03,mar,2009,3,3,2009,20542
2035,fo04mar2009bhav,04mar2009,04,mar,2009,3,4,2009,20869
2036,fo05mar2009bhav,05mar2009,05,mar,2009,3,5,2009,21093
2037,fo06mar2009bhav,06mar2009,06,mar,2009,3,6,2009,21041
2038,fo09mar2009bhav,09mar2009,09,mar,2009,3,9,2009,22096
2039,fo12mar2009bhav,12mar2009,12,mar,2009,3,12,2009,21944
2040,fo13mar2009bhav,13mar2009,13,mar,2009,3,13,2009,22792
2041,fo16mar2009bhav,16mar2009,16,mar,2009,3,16,2009,22713
2042,fo17mar2009bhav,17mar2009,17,mar,2009,3,17,2009,23083
2043,fo18mar2009bhav,18mar2009,18,mar,2009,3,18,2009,23138
2044,fo19mar2009bhav,19mar2009,19,mar,2009,3,19,2009,23544
2045,fo20mar2009bhav,20mar2009,20,mar,2009,3,20,2009,23727
2046,fo23mar2009bhav,23mar2009,23,mar,2009,3,23,2009,23883
2047,fo24mar2009bhav,24mar2009,24,mar,2009,3,24,2009,23760
2048,fo25mar2009bhav,25mar2009,25,mar,2009,3,25,2009,24312
2049,fo26mar2009bhav,26mar2009,26,mar,2009,3,26,2009,24579
2050,fo27mar2009bhav,27mar2009,27,mar,2009,3,27,2009,18290
2051,fo30mar2009bhav,30mar2009,30,mar,2009,3,30,2009,19098
2052,fo31mar2009bhav,31mar2009,31,mar,2009,3,31,2009,19411
2053,fo01apr2009bhav,01apr2009,01,apr,2009,4,1,2009,19666
2054,fo02apr2009bhav,02apr2009,02,apr,2009,4,2,2009,20094
2055,fo06apr2009bhav,06apr2009,06,apr,2009,4,6,2009,20981
2056,fo08apr2009bhav,08apr2009,08,apr,2009,4,8,2009,21801
2057,fo09apr2009bhav,09apr2009,09,apr,2009,4,9,2009,22972
2058,fo13apr2009bhav,13apr2009,13,apr,2009,4,13,2009,23758
2059,fo15apr2009bhav,15apr2009,15,apr,2009,4,15,2009,24132
2060,fo16apr2009bhav,16apr2009,16,apr,2009,4,16,2009,26197
2061,fo17apr2009bhav,17apr2009,17,apr,2009,4,17,2009,25597
2062,fo20apr2009bhav,20apr2009,20,apr,2009,4,20,2009,26435
2063,fo21apr2009bhav,21apr2009,21,apr,2009,4,21,2009,26664
2064,fo22apr2009bhav,22apr2009,22,apr,2009,4,22,2009,27012
2065,fo23apr2009bhav,23apr2009,23,apr,2009,4,23,2009,27087
2066,fo24apr2009bhav,24apr2009,24,apr,2009,4,24,2009,27209
2067,fo27apr2009bhav,27apr2009,27,apr,2009,4,27,2009,27452
2068,fo28apr2009bhav,28apr2009,28,apr,2009,4,28,2009,27641
2069,fo29apr2009bhav,29apr2009,29,apr,2009,4,29,2009,27695
2070,fo04may2009bhav,04may2009,04,may,2009,5,4,2009,20726
2071,fo05may2009bhav,05may2009,05,may,2009,5,5,2009,21785
2072,fo06may2009bhav,06may2009,06,may,2009,5,6,2009,22239
2073,fo07may2009bhav,07may2009,07,may,2009,5,7,2009,22044
2074,fo08may2009bhav,08may2009,08,may,2009,5,8,2009,22484
2075,fo11may2009bhav,11may2009,11,may,2009,5,11,2009,23218
2076,fo12may2009bhav,12may2009,12,may,2009,5,12,2009,23296
2077,fo13may2009bhav,13may2009,13,may,2009,5,13,2009,23498
2078,fo14may2009bhav,14may2009,14,may,2009,5,14,2009,23025
2079,fo15may2009bhav,15may2009,15,may,2009,5,15,2009,23954
2080,fo18may2009bhav,18may2009,18,may,2009,5,18,2009,24222
2081,fo19may2009bhav,19may2009,19,may,2009,5,19,2009,28294
2082,fo20may2009bhav,20may2009,20,may,2009,5,20,2009,29807
2083,fo21may2009bhav,21may2009,21,may,2009,5,21,2009,30830
2084,fo22may2009bhav,22may2009,22,may,2009,5,22,2009,32234
2085,fo25may2009bhav,25may2009,25,may,2009,5,25,2009,32740
2086,fo26may2009bhav,26may2009,26,may,2009,5,26,2009,32553
2087,fo27may2009bhav,27may2009,27,may,2009,5,27,2009,33449
2088,fo28may2009bhav,28may2009,28,may,2009,5,28,2009,33868
2089,fo29may2009bhav,29may2009,29,may,2009,5,29,2009,23187
2090,fo01jun2009bhav,01jun2009,01,jun,2009,6,1,2009,23961
2091,fo02jun2009bhav,02jun2009,02,jun,2009,6,2,2009,24713
2092,fo03jun2009bhav,03jun2009,03,jun,2009,6,3,2009,25345
2093,fo04jun2009bhav,04jun2009,04,jun,2009,6,4,2009,25781
2094,fo05jun2009bhav,05jun2009,05,jun,2009,6,5,2009,26494
2095,fo08jun2009bhav,08jun2009,08,jun,2009,6,8,2009,26980
2096,fo09jun2009bhav,09jun2009,09,jun,2009,6,9,2009,26963
2097,fo10jun2009bhav,10jun2009,10,jun,2009,6,10,2009,27169
2098,fo11jun2009bhav,11jun2009,11,jun,2009,6,11,2009,27605
2099,fo12jun2009bhav,12jun2009,12,jun,2009,6,12,2009,27889
2100,fo15jun2009bhav,15jun2009,15,jun,2009,6,15,2009,27563
2101,fo16jun2009bhav,16jun2009,16,jun,2009,6,16,2009,28360
2102,fo17jun2009bhav,17jun2009,17,jun,2009,6,17,2009,27524
2103,fo18jun2009bhav,18jun2009,18,jun,2009,6,18,2009,28395
2104,fo19jun2009bhav,19jun2009,19,jun,2009,6,19,2009,28538
2105,fo22jun2009bhav,22jun2009,22,jun,2009,6,22,2009,28540
2106,fo23jun2009bhav,23jun2009,23,jun,2009,6,23,2009,28030
2107,fo24jun2009bhav,24jun2009,24,jun,2009,6,24,2009,28669
2108,fo25jun2009bhav,25jun2009,25,jun,2009,6,25,2009,29013
2109,fo26jun2009bhav,26jun2009,26,jun,2009,6,26,2009,17820
2110,fo29jun2009bhav,29jun2009,29,jun,2009,6,29,2009,18207
2111,fo30jun2009bhav,30jun2009,30,jun,2009,6,30,2009,18630
2112,fo01jul2009bhav,01jul2009,01,jul,2009,7,1,2009,18796
2113,fo02jul2009bhav,02jul2009,02,jul,2009,7,2,2009,18888
2114,fo03jul2009bhav,03jul2009,03,jul,2009,7,3,2009,18606
2115,fo06jul2009bhav,06jul2009,06,jul,2009,7,6,2009,19221
2116,fo07jul2009bhav,07jul2009,07,jul,2009,7,7,2009,19724
2117,fo08jul2009bhav,08jul2009,08,jul,2009,7,8,2009,19739
2118,fo09jul2009bhav,09jul2009,09,jul,2009,7,9,2009,20317
2119,fo10jul2009bhav,10jul2009,10,jul,2009,7,10,2009,20381
2120,fo13jul2009bhav,13jul2009,13,jul,2009,7,13,2009,20725
2121,fo14jul2009bhav,14jul2009,14,jul,2009,7,14,2009,21150
2122,fo15jul2009bhav,15jul2009,15,jul,2009,7,15,2009,21210
2123,fo16jul2009bhav,16jul2009,16,jul,2009,7,16,2009,21262
2124,fo17jul2009bhav,17jul2009,17,jul,2009,7,17,2009,21332
2125,fo20jul2009bhav,20jul2009,20,jul,2009,7,20,2009,21422
2126,fo21jul2009bhav,21jul2009,21,jul,2009,7,21,2009,21811
2127,fo22jul2009bhav,22jul2009,22,jul,2009,7,22,2009,21772
2128,fo23jul2009bhav,23jul2009,23,jul,2009,7,23,2009,21982
2129,fo24jul2009bhav,24jul2009,24,jul,2009,7,24,2009,21963
2130,fo27jul2009bhav,27jul2009,27,jul,2009,7,27,2009,22275
2131,fo28jul2009bhav,28jul2009,28,jul,2009,7,28,2009,22455
2132,fo29jul2009bhav,29jul2009,29,jul,2009,7,29,2009,22780
2133,fo30jul2009bhav,30jul2009,30,jul,2009,7,30,2009,22770
2134,fo31jul2009bhav,31jul2009,31,jul,2009,7,31,2009,15778
2135,fo03aug2009bhav,03aug2009,03,aug,2009,8,3,2009,16405
2136,fo04aug2009bhav,04aug2009,04,aug,2009,8,4,2009,17008
2137,fo05aug2009bhav,05aug2009,05,aug,2009,8,5,2009,17119
2138,fo06aug2009bhav,06aug2009,06,aug,2009,8,6,2009,17314
2139,fo07aug2009bhav,07aug2009,07,aug,2009,8,7,2009,17407
2140,fo10aug2009bhav,10aug2009,10,aug,2009,8,10,2009,17666
2141,fo11aug2009bhav,11aug2009,11,aug,2009,8,11,2009,17823
2142,fo12aug2009bhav,12aug2009,12,aug,2009,8,12,2009,17951
2143,fo13aug2009bhav,13aug2009,13,aug,2009,8,13,2009,17915
2144,fo14aug2009bhav,14aug2009,14,aug,2009,8,14,2009,17721
2145,fo17aug2009bhav,17aug2009,17,aug,2009,8,17,2009,17810
2146,fo18aug2009bhav,18aug2009,18,aug,2009,8,18,2009,18235
2147,fo19aug2009bhav,19aug2009,19,aug,2009,8,19,2009,18436
2148,fo20aug2009bhav,20aug2009,20,aug,2009,8,20,2009,18547
2149,fo21aug2009bhav,21aug2009,21,aug,2009,8,21,2009,17961
2150,fo24aug2009bhav,24aug2009,24,aug,2009,8,24,2009,18528
2151,fo25aug2009bhav,25aug2009,25,aug,2009,8,25,2009,18851
2152,fo26aug2009bhav,26aug2009,26,aug,2009,8,26,2009,19016
2153,fo27aug2009bhav,27aug2009,27,aug,2009,8,27,2009,18800
2154,fo28aug2009bhav,28aug2009,28,aug,2009,8,28,2009,14839
2155,fo31aug2009bhav,31aug2009,31,aug,2009,8,31,2009,15157
2156,fo01sep2009bhav,01sep2009,01,sep,2009,9,1,2009,15424
2157,fo02sep2009bhav,02sep2009,02,sep,2009,9,2,2009,15621
2158,fo03sep2009bhav,03sep2009,03,sep,2009,9,3,2009,15723
2159,fo04sep2009bhav,04sep2009,04,sep,2009,9,4,2009,15399
2160,fo07sep2009bhav,07sep2009,07,sep,2009,9,7,2009,15873
2161,fo08sep2009bhav,08sep2009,08,sep,2009,9,8,2009,16218
2162,fo09sep2009bhav,09sep2009,09,sep,2009,9,9,2009,16397
2163,fo10sep2009bhav,10sep2009,10,sep,2009,9,10,2009,16071
2164,fo11sep2009bhav,11sep2009,11,sep,2009,9,11,2009,16555
2165,fo14sep2009bhav,14sep2009,14,sep,2009,9,14,2009,16236
2166,fo15sep2009bhav,15sep2009,15,sep,2009,9,15,2009,16825
2167,fo16sep2009bhav,16sep2009,16,sep,2009,9,16,2009,17052
2168,fo17sep2009bhav,17sep2009,17,sep,2009,9,17,2009,17498
2169,fo18sep2009bhav,18sep2009,18,sep,2009,9,18,2009,17753
2170,fo22sep2009bhav,22sep2009,22,sep,2009,9,22,2009,17832
2171,fo23sep2009bhav,23sep2009,23,sep,2009,9,23,2009,18123
2172,fo24sep2009bhav,24sep2009,24,sep,2009,9,24,2009,18153
2173,fo25sep2009bhav,25sep2009,25,sep,2009,9,25,2009,13331
2174,fo29sep2009bhav,29sep2009,29,sep,2009,9,29,2009,14059
2175,fo30sep2009bhav,30sep2009,30,sep,2009,9,30,2009,14269
2176,fo01oct2009bhav,01oct2009,01,oct,2009,10,1,2009,14550
2177,fo05oct2009bhav,05oct2009,05,oct,2009,10,5,2009,14797
2178,fo06oct2009bhav,06oct2009,06,oct,2009,10,6,2009,14943
2179,fo07oct2009bhav,07oct2009,07,oct,2009,10,7,2009,15118
2180,fo08oct2009bhav,08oct2009,08,oct,2009,10,8,2009,15292
2181,fo09oct2009bhav,09oct2009,09,oct,2009,10,9,2009,15185
2182,fo12oct2009bhav,12oct2009,12,oct,2009,10,12,2009,15647
2183,fo14oct2009bhav,14oct2009,14,oct,2009,10,14,2009,15480
2184,fo15oct2009bhav,15oct2009,15,oct,2009,10,15,2009,16261
2185,fo16oct2009bhav,16oct2009,16,oct,2009,10,16,2009,16503
2186,fo20oct2009bhav,20oct2009,20,oct,2009,10,20,2009,16516
2187,fo21oct2009bhav,21oct2009,21,oct,2009,10,21,2009,17128
2188,fo22oct2009bhav,22oct2009,22,oct,2009,10,22,2009,17263
2189,fo23oct2009bhav,23oct2009,23,oct,2009,10,23,2009,17187
2190,fo26oct2009bhav,26oct2009,26,oct,2009,10,26,2009,17356
2191,fo27oct2009bhav,27oct2009,27,oct,2009,10,27,2009,17533
2192,fo28oct2009bhav,28oct2009,28,oct,2009,10,28,2009,17837
2193,fo29oct2009bhav,29oct2009,29,oct,2009,10,29,2009,17960
2194,fo30oct2009bhav,30oct2009,30,oct,2009,10,30,2009,14507
2195,fo03nov2009bhav,03nov2009,03,nov,2009,11,3,2009,14891
2196,fo04nov2009bhav,04nov2009,04,nov,2009,11,4,2009,15818
2197,fo05nov2009bhav,05nov2009,05,nov,2009,11,5,2009,15825
2198,fo06nov2009bhav,06nov2009,06,nov,2009,11,6,2009,16043
2199,fo09nov2009bhav,09nov2009,09,nov,2009,11,9,2009,15842
2200,fo10nov2009bhav,10nov2009,10,nov,2009,11,10,2009,16646
2201,fo11nov2009bhav,11nov2009,11,nov,2009,11,11,2009,16656
2202,fo12nov2009bhav,12nov2009,12,nov,2009,11,12,2009,17153
2203,fo13nov2009bhav,13nov2009,13,nov,2009,11,13,2009,17052
2204,fo16nov2009bhav,16nov2009,16,nov,2009,11,16,2009,17144
2205,fo17nov2009bhav,17nov2009,17,nov,2009,11,17,2009,17271
2206,fo18nov2009bhav,18nov2009,18,nov,2009,11,18,2009,17002
2207,fo19nov2009bhav,19nov2009,19,nov,2009,11,19,2009,17542
2208,fo20nov2009bhav,20nov2009,20,nov,2009,11,20,2009,17473
2209,fo23nov2009bhav,23nov2009,23,nov,2009,11,23,2009,17678
2210,fo24nov2009bhav,24nov2009,24,nov,2009,11,24,2009,17718
2211,fo25nov2009bhav,25nov2009,25,nov,2009,11,25,2009,17846
2212,fo26nov2009bhav,26nov2009,26,nov,2009,11,26,2009,17793
2213,fo27nov2009bhav,27nov2009,27,nov,2009,11,27,2009,14126
2214,fo30nov2009bhav,30nov2009,30,nov,2009,11,30,2009,14471
2215,fo01dec2009bhav,01dec2009,01,dec,2009,12,1,2009,14659
2216,fo02dec2009bhav,02dec2009,02,dec,2009,12,2,2009,14977
2217,fo03dec2009bhav,03dec2009,03,dec,2009,12,3,2009,15202
2218,fo04dec2009bhav,04dec2009,04,dec,2009,12,4,2009,15405
2219,fo07dec2009bhav,07dec2009,07,dec,2009,12,7,2009,15169
2220,fo08dec2009bhav,08dec2009,08,dec,2009,12,8,2009,15192
2221,fo09dec2009bhav,09dec2009,09,dec,2009,12,9,2009,15701
2222,fo10dec2009bhav,10dec2009,10,dec,2009,12,10,2009,15678
2223,fo11dec2009bhav,11dec2009,11,dec,2009,12,11,2009,15756
2224,fo14dec2009bhav,14dec2009,14,dec,2009,12,14,2009,15841
2225,fo15dec2009bhav,15dec2009,15,dec,2009,12,15,2009,16021
2226,fo16dec2009bhav,16dec2009,16,dec,2009,12,16,2009,15741
2227,fo17dec2009bhav,17dec2009,17,dec,2009,12,17,2009,16200
2228,fo18dec2009bhav,18dec2009,18,dec,2009,12,18,2009,16176
2229,fo21dec2009bhav,21dec2009,21,dec,2009,12,21,2009,16244
2230,fo22dec2009bhav,22dec2009,22,dec,2009,12,22,2009,16402
2231,fo23dec2009bhav,23dec2009,23,dec,2009,12,23,2009,16362
2232,fo24dec2009bhav,24dec2009,24,dec,2009,12,24,2009,16479
2233,fo29dec2009bhav,29dec2009,29,dec,2009,12,29,2009,16555
2234,fo30dec2009bhav,30dec2009,30,dec,2009,12,30,2009,16343
2235,fo31dec2009bhav,31dec2009,31,dec,2009,12,31,2009,16656
2236,fo04jan2010bhav,04jan2010,04,jan,2010,1,4,2010,13257
2237,fo05jan2010bhav,05jan2010,05,jan,2010,1,5,2010,13675
2238,fo06jan2010bhav,06jan2010,06,jan,2010,1,6,2010,14189
2239,fo07jan2010bhav,07jan2010,07,jan,2010,1,7,2010,14421
2240,fo08jan2010bhav,08jan2010,08,jan,2010,1,8,2010,14681
2241,fo11jan2010bhav,11jan2010,11,jan,2010,1,11,2010,14731
2242,fo12jan2010bhav,12jan2010,12,jan,2010,1,12,2010,15014
2243,fo13jan2010bhav,13jan2010,13,jan,2010,1,13,2010,15034
2244,fo14jan2010bhav,14jan2010,14,jan,2010,1,14,2010,15273
2245,fo15jan2010bhav,15jan2010,15,jan,2010,1,15,2010,15453
2246,fo18jan2010bhav,18jan2010,18,jan,2010,1,18,2010,15623
2247,fo19jan2010bhav,19jan2010,19,jan,2010,1,19,2010,15693
2248,fo20jan2010bhav,20jan2010,20,jan,2010,1,20,2010,15647
2249,fo21jan2010bhav,21jan2010,21,jan,2010,1,21,2010,15488
2250,fo22jan2010bhav,22jan2010,22,jan,2010,1,22,2010,16068
2251,fo25jan2010bhav,25jan2010,25,jan,2010,1,25,2010,16051
2252,fo27jan2010bhav,27jan2010,27,jan,2010,1,27,2010,16220
2253,fo28jan2010bhav,28jan2010,28,jan,2010,1,28,2010,16757
2254,fo29jan2010bhav,29jan2010,29,jan,2010,1,29,2010,21112
2255,fo01feb2010bhav,01feb2010,01,feb,2010,2,1,2010,21742
2256,fo02feb2010bhav,02feb2010,02,feb,2010,2,2,2010,21783
2257,fo03feb2010bhav,03feb2010,03,feb,2010,2,3,2010,22127
2258,fo04feb2010bhav,04feb2010,04,feb,2010,2,4,2010,22287
2259,fo05feb2010bhav,05feb2010,05,feb,2010,2,5,2010,22433
2260,fo08feb2010bhav,08feb2010,08,feb,2010,2,8,2010,23016
2261,fo09feb2010bhav,09feb2010,09,feb,2010,2,9,2010,22545
2262,fo10feb2010bhav,10feb2010,10,feb,2010,2,10,2010,23232
2263,fo11feb2010bhav,11feb2010,11,feb,2010,2,11,2010,22693
2264,fo15feb2010bhav,15feb2010,15,feb,2010,2,15,2010,23342
2265,fo16feb2010bhav,16feb2010,16,feb,2010,2,16,2010,23377
2266,fo17feb2010bhav,17feb2010,17,feb,2010,2,17,2010,23397
2267,fo18feb2010bhav,18feb2010,18,feb,2010,2,18,2010,23524
2268,fo19feb2010bhav,19feb2010,19,feb,2010,2,19,2010,24506
2269,fo22feb2010bhav,22feb2010,22,feb,2010,2,22,2010,24664
2270,fo23feb2010bhav,23feb2010,23,feb,2010,2,23,2010,24892
2271,fo24feb2010bhav,24feb2010,24,feb,2010,2,24,2010,24870
2272,fo25feb2010bhav,25feb2010,25,feb,2010,2,25,2010,24959
